Create_time,Create_year,Create_month,Create_day,Create_hour,Likes,Comments,Saves,Views,Shares,Duration(sec),Video Height,Video Width
2022-03-24 10:55:18,2022,3,24,10,148,6,3,7302,0,15,960,540
2022-03-24 10:51:49,2022,3,24,10,152,1,2,7053,2,15,960,540
2022-03-24 10:47:38,2022,3,24,10,161,3,1,7054,0,15,1024,576
2022-03-24 09:49:55,2022,3,24,9,88900,123,192,10600000,204,13,1024,576
2022-03-24 09:47:18,2022,3,24,9,7762,15,43,483600,24,55,1024,576
2022-03-23 23:12:16,2022,3,23,23,136,1,2,6765,1,15,1024,576
2022-03-23 23:09:56,2022,3,23,23,107,2,1,6031,1,15,960,540
2022-03-23 15:54:29,2022,3,23,15,339,71,9,22600,9,15,1024,576
2022-03-23 15:08:00,2022,3,23,15,38800,1296,160,7500000,149,15,1116,576
2022-03-22 18:33:45,2022,3,22,18,129,2,2,6696,5,15,1024,576
2022-03-22 17:38:05,2022,3,22,17,6509,7,19,590500,28,59,1024,576
2022-03-21 16:52:56,2022,3,21,16,6001,5,20,303400,7,58,1024,576
2022-03-21 13:55:52,2022,3,21,13,3083,7,3,131100,3,18,1280,720
2022-03-21 13:36:55,2022,3,21,13,413,2,2,30300,2,15,1024,576
2022-03-21 12:19:54,2022,3,21,12,9675,137,29,694400,51,15,1024,576
2022-03-21 11:51:12,2022,3,21,11,5232,17,17,398900,28,60,1024,576
2022-03-20 23:30:22,2022,3,20,23,49300,157,945,2500000,377,53,1024,576
2022-03-18 16:59:11,2022,3,18,16,2454,6,6,189400,2,8,1024,576
2022-03-18 14:17:02,2022,3,18,14,39900,38,86,2600000,65,58,1024,576
2022-03-18 14:06:20,2022,3,18,14,851,6,2,45200,0,60,1024,576
2022-03-17 17:47:58,2022,3,17,17,71100,101,115,3800000,154,59,1024,576
2022-03-17 14:24:25,2022,3,17,14,8637,94,448,500100,132,20,1024,576
2022-03-17 11:47:24,2022,3,17,11,350,2,2,20600,2,15,1024,576
2022-03-17 10:20:03,2022,3,17,10,12500,31,41,1800000,53,59,1024,576
2022-03-17 10:07:08,2022,3,17,10,693,3,1,37200,0,50,1024,576
2022-03-16 19:12:40,2022,3,16,19,189,2,1,8111,0,87,1024,576
2022-03-16 19:09:56,2022,3,16,19,219,3,1,8318,1,50,1024,576
2022-03-16 18:42:17,2022,3,16,18,55200,88,114,2200000,114,58,1024,576
2022-03-16 11:49:10,2022,3,16,11,3614,7,5,287700,13,15,1024,576
2022-03-16 11:45:23,2022,3,16,11,626,2,3,57000,1,15,1024,576
2022-03-15 15:07:02,2022,3,15,15,26800,43,40,1300000,100,15,1024,576
2022-03-15 14:55:09,2022,3,15,14,2642,5,8,135200,1,59,1024,576
2022-03-15 14:52:48,2022,3,15,14,45000,115,196,2500000,160,21,1018,576
2022-03-15 14:10:33,2022,3,15,14,2841,6,16,114000,7,14,1018,576
2022-03-15 13:01:35,2022,3,15,13,666,8,32,29300,4,20,1024,576
2022-03-14 20:37:40,2022,3,14,20,280800,697,574,10400000,654,18,854,480
2022-03-14 15:00:00,2022,3,14,15,160,5,1,7528,11,19,1024,576
2022-03-11 12:24:53,2022,3,11,12,1813,126,15,96200,6,7,1114,576
2022-03-10 18:17:10,2022,3,10,18,12400,128,58,310100,24,42,1024,576
2022-03-09 16:45:46,2022,3,9,16,314,5,4,12600,3,58,1024,576
2022-03-09 11:55:27,2022,3,9,11,6177,118,15,551300,17,30,1024,576
2022-03-09 10:51:57,2022,3,9,10,41400,277,249,16600000,291,24,1024,576
2022-03-08 11:01:13,2022,3,8,11,155200,1175,334,8000000,485,20,1244,576
2022-03-07 21:53:33,2022,3,7,21,1242,105,12,43300,6,23,1024,576
2022-03-07 14:25:11,2022,3,7,14,284,5,3,11500,6,29,1024,576
2022-03-04 22:16:46,2022,3,4,22,36100,73,64,1500000,25,43,1024,576
2022-03-04 22:00:00,2022,3,4,22,77300,127,469,2400000,136,26,1024,576
2022-03-04 21:20:54,2022,3,4,21,345,65,7,13900,0,37,1024,576
2022-03-03 16:40:39,2022,3,3,16,67700,90,136,2100000,124,31,1024,576
2022-03-02 22:06:48,2022,3,2,22,133800,352,391,4200000,228,60,1024,576
2022-03-02 14:30:50,2022,3,2,14,215000,1326,2760,8000000,871,57,1024,576
2022-03-02 14:04:16,2022,3,2,14,257800,1369,615,12200000,804,14,1024,576
2022-03-02 11:22:11,2022,3,2,11,13200,44,36,643000,20,59,1024,576
2022-03-01 11:32:54,2022,3,1,11,54000,104,238,2000000,136,60,1024,576
2022-02-28 15:50:44,2022,2,28,15,94600,280,164,3800000,224,35,854,480
2022-02-25 16:29:31,2022,2,25,16,47400,197,138,1400000,81,57,1244,576
2022-02-25 16:01:11,2022,2,25,16,359,5,5,17200,2,30,1024,576
2022-02-25 13:10:37,2022,2,25,13,4274,103,9,349400,29,17,1024,576
2022-02-25 10:00:02,2022,2,25,10,19600,26,70,1300000,44,27,1024,576
2022-02-24 21:02:33,2022,2,24,21,72100,71,107,3100000,108,59,1024,576
2022-02-24 20:32:33,2022,2,24,20,25800,115,57,1500000,38,45,1024,576
2022-02-20 00:01:15,2022,2,20,0,15500,41,26,1400000,27,60,1024,576
2022-02-17 16:45:21,2022,2,17,16,8508,12,14,458700,19,61,1024,576
2022-02-17 10:08:37,2022,2,17,10,276100,1343,661,9600000,364,11,1024,576
2022-02-16 14:20:08,2022,2,16,14,2470,81,6,191900,10,59,1024,576
2022-02-15 16:36:05,2022,2,15,16,2205,18,6,101900,7,50,1024,576
2022-02-14 15:41:38,2022,2,14,15,380800,3315,967,24900000,553,20,1024,576
2022-02-13 01:03:16,2022,2,13,1,213300,557,465,5600000,387,51,1024,576
2022-02-13 00:39:09,2022,2,13,0,2866,10,14,118400,6,54,1024,576
2022-02-11 15:44:56,2022,2,11,15,1095,4,4,34500,4,75,1024,576
2022-02-10 16:07:42,2022,2,10,16,54300,126,125,3000000,131,58,1254,576
2022-02-08 21:06:29,2022,2,8,21,16300,29,23,554000,31,59,1024,576
2022-02-08 13:18:00,2022,2,8,13,34500,26,68,1000000,59,55,1024,576
2022-02-07 20:49:13,2022,2,7,20,43900,57,78,2000000,98,55,1024,576
2022-02-04 21:39:50,2022,2,4,21,2603,11,8,85400,6,59,1024,576
2022-02-03 01:01:57,2022,2,3,1,2685,43,5,77100,12,56,854,480
2022-02-03 00:48:06,2022,2,3,0,17700,62,63,891600,41,57,1024,576
2022-02-01 20:29:24,2022,2,1,20,64800,402,172,2300000,173,59,1024,576
2022-02-01 19:52:40,2022,2,1,19,155900,1490,482,4700000,257,60,1024,576
2022-02-01 09:00:09,2022,2,1,9,135800,245,283,3400000,142,49,852,480
2022-01-29 11:38:55,2022,1,29,11,1803,14,13,49200,3,51,1024,576
2022-01-29 11:26:53,2022,1,29,11,9719,46,32,141900,11,60,854,480
2022-01-28 10:50:24,2022,1,28,10,105700,235,774,2500000,227,59,1024,576
2022-01-28 10:22:00,2022,1,28,10,207100,1139,601,6700000,670,11,1024,576
2022-01-26 07:53:11,2022,1,26,7,78800,128,188,2300000,85,14,1024,576
2022-01-25 10:11:13,2022,1,25,10,46500,116,112,2000000,57,59,1024,576
2022-01-24 09:30:00,2022,1,24,9,878500,3091,2115,29300000,2017,28,1024,576
2022-01-21 11:20:32,2022,1,21,11,124600,695,422,5200000,554,11,1024,576
2022-01-21 11:07:29,2022,1,21,11,97000,319,355,4400000,292,16,806,480
2022-01-21 10:45:51,2022,1,21,10,57400,95,209,2200000,126,54,852,480
2022-01-20 13:46:19,2022,1,20,13,194400,508,1064,6900000,451,57,1024,576
2022-01-19 17:18:27,2022,1,19,17,30200,98,55,927200,46,51,1024,576
2022-01-19 13:52:21,2022,1,19,13,436,5,3,13900,3,55,1024,576
2022-01-19 13:16:20,2022,1,19,13,319,4,1,12600,0,56,1024,576
2022-01-19 11:48:37,2022,1,19,11,26300,66,63,1000000,61,60,1024,576
2022-01-18 12:14:47,2022,1,18,12,38200,66,117,1100000,78,54,1024,576
2022-01-16 21:58:30,2022,1,16,21,79300,128,268,1900000,149,51,1024,576
2022-01-15 23:58:15,2022,1,15,23,11100,37,21,237000,11,57,1024,576
2022-01-14 16:24:08,2022,1,14,16,24200,82,160,336500,28,26,1024,576
2022-01-13 20:45:23,2022,1,13,20,28900,131,81,733200,64,59,1024,576
2022-01-13 20:31:46,2022,1,13,20,3407,40,5,77800,7,21,1024,576
2022-01-13 20:29:51,2022,1,13,20,1906,31,3,51500,5,21,1024,576
2022-01-12 18:08:19,2022,1,12,18,432,52,3,15500,6,32,1024,576
2022-01-12 15:14:34,2022,1,12,15,37300,162,138,1900000,86,60,852,480
2022-01-11 14:34:36,2022,1,11,14,461,18,5,16800,8,53,1024,576
2022-01-11 14:33:22,2022,1,11,14,361,5,4,15000,5,58,1024,576
2022-01-11 14:31:55,2022,1,11,14,359,17,5,13900,1,59,1024,576
2022-01-11 13:54:02,2022,1,11,13,5010,50,9,194900,27,59,1038,480
2022-01-11 13:26:07,2022,1,11,13,491400,5824,1507,15500000,738,13,1024,576
2022-01-10 19:35:45,2022,1,10,19,301,7,2,14400,5,6,1024,576
2022-01-10 17:36:21,2022,1,10,17,8409,10,12,148400,17,59,1038,480
2022-01-10 13:27:48,2022,1,10,13,22000,68,123,465000,43,59,1024,576
2022-01-09 19:20:50,2022,1,9,19,370,10,3,14700,6,24,1024,576
2022-01-09 19:02:25,2022,1,9,19,344,3,0,13100,3,45,1024,576
2022-01-09 17:30:00,2022,1,9,17,58300,140,289,2000000,285,52,854,480
2022-01-09 17:29:59,2022,1,9,17,5280,8,9,94000,17,58,852,452
2022-01-09 12:38:04,2022,1,9,12,15100,31,38,704200,44,21,1024,576
2022-01-09 00:01:22,2022,1,9,0,254,4,1,12600,1,15,1024,576
2022-01-08 17:43:49,2022,1,8,17,8210,121,21,445400,11,56,1024,576
2022-01-08 17:30:00,2022,1,8,17,16700,97,44,813300,28,37,1024,576
2022-01-08 17:30:00,2022,1,8,17,1273,49,5,71400,11,33,1024,576
2022-01-08 17:29:52,2022,1,8,17,312,3,0,11800,6,64,1024,576
2022-01-08 12:28:54,2022,1,8,12,2600,56,4,60500,5,31,1024,576
2022-01-08 12:24:27,2022,1,8,12,1294,46,1,17700,2,43,1024,576
2022-01-08 12:22:28,2022,1,8,12,316900,1404,939,10000000,1311,41,1024,576
2022-01-08 12:08:39,2022,1,8,12,715,15,5,18700,5,34,1024,576
2022-01-08 12:06:35,2022,1,8,12,559,45,2,17200,3,32,1024,576
2022-01-08 11:46:11,2022,1,8,11,366,46,3,19800,5,39,1024,576
2022-01-07 21:03:51,2022,1,7,21,59500,84,251,2400000,137,58,1024,576
2022-01-07 20:41:54,2022,1,7,20,230700,809,387,4900000,135,23,1024,576
2022-01-07 19:07:44,2022,1,7,19,22900,14,57,251800,35,51,1024,576
2022-01-07 14:47:44,2022,1,7,14,1687,73,7,43600,11,36,626,360
2022-01-06 22:13:01,2022,1,6,22,97300,211,236,2400000,123,56,1024,576
2022-01-06 20:19:21,2022,1,6,20,3512,105,1,85600,8,46,1024,576
2022-01-06 18:27:03,2022,1,6,18,371100,2759,2065,14400000,1180,40,1024,576
2022-01-06 16:03:21,2022,1,6,16,2195,3,11,334600,11,30,1024,576
2022-01-06 14:04:37,2022,1,6,14,962,3,9,96100,3,30,1024,576
2022-01-05 18:59:38,2022,1,5,18,21200,135,215,978200,99,36,1024,576
2022-01-04 18:07:27,2022,1,4,18,218900,613,727,8100000,405,59,1024,576
2022-01-04 17:11:50,2022,1,4,17,244,5,1,11400,4,15,1024,576
2022-01-03 22:38:03,2022,1,3,22,198100,412,512,4300000,288,53,854,480
2022-01-02 23:53:42,2022,1,2,23,48600,105,235,1700000,101,54,1024,576
2022-01-01 22:49:15,2022,1,1,22,545400,3449,1841,23100000,1832,16,1024,576
2022-01-01 22:41:42,2022,1,1,22,24500,45,63,1200000,55,57,1024,576
2022-01-01 22:29:29,2022,1,1,22,53200,78,573,2400000,183,58,1024,576
2021-12-31 21:14:05,2021,12,31,21,23200,29,50,915000,51,59,1024,576
2021-12-31 20:50:57,2021,12,31,20,125500,213,383,2600000,183,53,1024,576
2021-12-30 17:30:00,2021,12,30,17,47500,87,98,1200000,127,57,1024,576
2021-12-30 17:26:14,2021,12,30,17,332,5,4,14500,2,6,1024,576
2021-12-29 17:31:10,2021,12,29,17,123100,517,395,4100000,250,58,1024,576
2021-12-29 16:48:04,2021,12,29,16,346,7,2,15400,3,30,1024,576
2021-12-29 13:14:41,2021,12,29,13,327,3,0,13900,3,40,1024,576
2021-12-28 18:41:06,2021,12,28,18,73900,191,329,3500000,104,42,1024,576
2021-12-28 16:42:46,2021,12,28,16,91900,617,156,3200000,190,59,1024,576
2021-12-27 21:18:19,2021,12,27,21,519,7,5,17300,5,19,1024,576
2021-12-27 17:32:05,2021,12,27,17,212500,1241,1054,9800000,303,49,1024,576
2021-12-27 10:41:34,2021,12,27,10,207000,755,466,7700000,382,31,960,540
2021-12-27 10:02:09,2021,12,27,10,74700,144,113,3900000,123,28,1024,576
2021-12-24 16:52:32,2021,12,24,16,829300,13000,2267,45800000,2217,15,1024,576
2021-12-24 15:14:14,2021,12,24,15,67100,94,87,2200000,148,18,854,480
2021-12-24 12:17:41,2021,12,24,12,150900,599,237,4400000,206,43,1024,576
2021-12-23 14:51:00,2021,12,23,14,200200,1323,895,8100000,453,35,1024,576
2021-12-23 14:04:33,2021,12,23,14,147300,903,414,3700000,262,36,1024,576
2021-12-21 20:21:27,2021,12,21,20,498,4,4,19100,3,46,1024,576
2021-12-21 17:41:27,2021,12,21,17,134700,894,295,6300000,410,21,1024,576
2021-12-20 23:09:57,2021,12,20,23,3909,90,4,121600,20,30,1024,576
2021-12-20 23:02:21,2021,12,20,23,82300,530,269,5400000,228,37,854,480
2021-12-17 12:56:17,2021,12,17,12,11700,24,24,128300,32,43,960,544
2021-12-17 12:27:57,2021,12,17,12,36500,259,147,463200,65,48,854,480
2021-12-16 20:36:48,2021,12,16,20,829,10,5,23500,2,24,1024,576
2021-12-16 14:15:22,2021,12,16,14,320300,11200,639,33300000,986,29,1024,576
2021-12-16 11:18:12,2021,12,16,11,184500,5380,410,11900000,691,56,1038,480
2021-12-15 22:40:35,2021,12,15,22,157400,1776,379,5800000,342,57,960,544
2021-12-15 18:25:10,2021,12,15,18,33500,43,242,549000,57,58,1024,576
2021-12-14 17:26:29,2021,12,14,17,35900,77,80,444400,46,44,1280,720
2021-12-13 21:23:15,2021,12,13,21,2867,208,6,422500,11,14,1024,576
2021-12-13 20:58:36,2021,12,13,20,6984,409,12,432100,17,53,1024,576
2021-12-13 19:51:58,2021,12,13,19,105100,130,193,2000000,79,53,1024,576
2021-12-13 18:00:00,2021,12,13,18,8233,19,11,162800,9,57,1024,576
2021-12-13 12:08:26,2021,12,13,12,14900,23,13,397600,35,18,1024,576
2021-12-12 20:42:19,2021,12,12,20,16200,27,43,2800000,20,59,1024,576
2021-12-12 18:00:01,2021,12,12,18,44600,92,92,3300000,132,46,1024,576
2021-12-11 12:38:49,2021,12,11,12,437700,3034,2845,18100000,1141,34,854,480
2021-12-11 11:42:57,2021,12,11,11,3709,16,7,943700,6,18,1024,576
2021-12-11 11:39:24,2021,12,11,11,2518,6,6,729500,8,14,1024,576
2021-12-11 10:10:09,2021,12,11,10,25700,716,21,1700000,13,59,1024,576
2021-12-11 09:26:16,2021,12,11,9,57700,87,109,2900000,67,59,1024,576
2021-12-10 21:49:03,2021,12,10,21,6177,433,6,854100,12,15,1024,576
2021-12-10 21:44:57,2021,12,10,21,14300,460,29,1000000,15,15,1024,576
2021-12-10 21:23:13,2021,12,10,21,3438,636,5,823000,5,14,1024,576
2021-12-10 17:35:40,2021,12,10,17,9019,17,19,167300,7,30,1024,576
2021-12-09 18:29:36,2021,12,9,18,252600,620,1143,6700000,575,48,854,480
2021-12-09 10:54:11,2021,12,9,10,20700,25,19,476700,38,57,1024,576
2021-12-08 10:01:41,2021,12,8,10,6262,386,19,4800000,18,15,1024,576
2021-12-07 19:06:10,2021,12,7,19,283,8,2,13500,2,15,1024,576
2021-12-07 18:44:31,2021,12,7,18,5631,15,3,81300,19,26,1024,576
2021-12-07 15:57:00,2021,12,7,15,83800,101,184,1600000,66,45,1024,576
2021-12-07 15:11:47,2021,12,7,15,320700,278,759,4900000,211,59,854,480
2021-12-07 15:10:40,2021,12,7,15,26400,16,54,269600,8,19,1024,576
2021-12-05 17:30:00,2021,12,5,17,181500,1159,653,6100000,437,58,1038,480
2021-12-05 10:09:23,2021,12,5,10,56600,92,89,1400000,163,27,1024,576
2021-12-04 08:08:33,2021,12,4,8,363,9,3,14100,4,44,1024,576
2021-12-03 20:14:00,2021,12,3,20,24500,22,51,1200000,61,7,854,480
2021-12-03 19:59:41,2021,12,3,19,50900,70,74,1800000,72,32,854,480
2021-12-01 18:32:26,2021,12,1,18,135900,336,551,6000000,503,40,1024,576
2021-12-01 16:08:58,2021,12,1,16,42100,41,82,1400000,63,60,1024,576
2021-11-30 18:42:03,2021,11,30,18,880300,11400,4011,43300000,4892,24,1024,576
2021-11-29 20:15:18,2021,11,29,20,21200,62,102,571600,23,29,1024,576
2021-11-29 18:44:50,2021,11,29,18,99400,1339,204,3100000,126,60,1024,576
2021-11-28 14:47:01,2021,11,28,14,43100,25,52,1300000,60,52,1024,576
2021-11-26 09:34:48,2021,11,26,9,108300,327,172,3700000,127,49,854,480
2021-11-25 21:14:34,2021,11,25,21,145000,135,148,4400000,255,24,854,480
2021-11-25 15:24:31,2021,11,25,15,112500,182,199,5300000,271,29,1024,576
2021-11-24 17:38:07,2021,11,24,17,160000,330,517,3900000,211,59,854,480
2021-11-23 22:18:21,2021,11,23,22,139900,175,714,4400000,165,47,640,360
2021-11-22 21:56:17,2021,11,22,21,100800,167,325,1800000,106,58,1024,576
2021-11-22 17:21:02,2021,11,22,17,122400,219,205,4300000,272,49,1024,576
2021-11-22 16:52:16,2021,11,22,16,128700,163,343,4300000,299,21,1024,576
2021-11-21 23:15:51,2021,11,21,23,294700,1571,962,8800000,529,59,1024,576
2021-11-21 17:30:00,2021,11,21,17,235100,341,944,8300000,515,60,576,320
2021-11-20 17:55:11,2021,11,20,17,52700,337,68,1900000,113,58,1024,576
2021-11-19 18:11:49,2021,11,19,18,223200,438,904,7100000,505,59,1024,576
2021-11-18 17:51:49,2021,11,18,17,336,7,2,18600,6,33,1024,576
2021-11-18 17:39:07,2021,11,18,17,68500,58,134,2500000,96,53,1024,576
2021-11-17 18:57:52,2021,11,17,18,165900,377,796,9100000,642,59,1024,576
2021-11-17 15:00:30,2021,11,17,15,554400,3736,1269,15100000,3211,51,1024,576
2021-11-17 14:25:43,2021,11,17,14,294000,2223,615,7100000,489,56,1024,576
2021-11-17 14:05:14,2021,11,17,14,480,12,3,19100,7,71,1024,576
2021-11-16 20:38:28,2021,11,16,20,399200,911,873,18700000,1016,58,1024,576
2021-11-15 17:04:04,2021,11,15,17,309600,526,547,14900000,903,59,1024,576
2021-11-14 17:30:00,2021,11,14,17,54800,65,65,997600,64,56,1024,576
2021-11-13 21:11:30,2021,11,13,21,43700,96,102,618500,53,52,640,360
2021-11-13 20:50:07,2021,11,13,20,65100,209,79,1800000,107,60,1280,720
2021-11-13 18:20:06,2021,11,13,18,27500,42,72,556000,35,59,1024,576
2021-11-11 22:29:59,2021,11,11,22,44200,39,62,921300,66,59,1024,576
2021-11-11 09:00:01,2021,11,11,9,6039,33,25,132200,14,8,1024,576
2021-11-10 17:06:10,2021,11,10,17,515,10,4,91300,1,15,1024,576
2021-11-09 17:42:34,2021,11,9,17,44700,95,155,926300,68,55,1038,480
2021-11-09 17:32:03,2021,11,9,17,9996,70,61,585600,39,57,854,480
2021-11-09 15:43:49,2021,11,9,15,2760,302,4,537600,7,57,1024,576
2021-11-09 13:39:36,2021,11,9,13,154800,183,445,2200000,103,57,854,480
2021-11-09 13:24:04,2021,11,9,13,4100,107,14,707800,4,56,960,544
2021-11-09 13:07:27,2021,11,9,13,2775,136,5,523500,10,60,854,480
2021-11-09 10:20:50,2021,11,9,10,18800,40,22,579900,20,15,1024,576
2021-11-09 09:44:50,2021,11,9,9,12000,88,47,3100000,30,10,1024,576
2021-11-09 00:49:27,2021,11,9,0,66600,90,164,1400000,58,49,576,320
2021-11-08 11:27:40,2021,11,8,11,52800,269,108,1700000,80,15,1024,576
2021-11-08 10:55:44,2021,11,8,10,18500,275,30,3300000,30,58,960,544
2021-11-07 20:00:04,2021,11,7,20,8980,102,23,3100000,41,12,1024,576
2021-11-07 19:00:37,2021,11,7,19,74100,304,228,1600000,157,56,1246,576
2021-11-06 17:30:00,2021,11,6,17,126200,141,421,1900000,94,60,1024,576
2021-11-05 22:23:55,2021,11,5,22,93700,105,289,2300000,114,58,1024,576
2021-11-05 21:46:33,2021,11,5,21,71700,125,213,1700000,132,44,1024,576
2021-11-04 20:41:10,2021,11,4,20,13900,118,23,3300000,52,11,1024,576
2021-11-04 20:33:29,2021,11,4,20,91100,353,154,1800000,195,45,576,256
2021-11-03 23:15:33,2021,11,3,23,119500,295,214,2400000,230,60,1024,576
2021-11-03 16:03:29,2021,11,3,16,63400,180,212,1400000,134,20,1024,576
2021-11-03 16:00:30,2021,11,3,16,1076,18,10,23700,10,20,1024,576
2021-11-03 15:57:20,2021,11,3,15,859,8,4,17000,4,20,1024,576
2021-11-03 15:54:56,2021,11,3,15,512,14,1,14800,9,18,1024,576
2021-11-03 11:31:40,2021,11,3,11,59100,71,291,2200000,147,56,640,360
2021-11-03 00:17:50,2021,11,3,0,84200,168,123,1600000,281,38,1024,576
2021-11-02 20:19:57,2021,11,2,20,9315,21,36,95600,20,20,1024,576
2021-11-02 11:53:16,2021,11,2,11,17800,39,46,611900,42,20,1024,576
2021-11-01 21:35:52,2021,11,1,21,21900,47,53,630800,36,20,1024,576
2021-11-01 21:20:27,2021,11,1,21,37500,42,109,482600,27,47,1024,576
2021-10-31 21:57:22,2021,10,31,21,41400,113,137,681100,93,21,1024,576
2021-10-31 21:51:20,2021,10,31,21,50100,81,99,719300,122,21,1024,576
2021-10-31 14:52:34,2021,10,31,14,39700,46,98,1200000,56,60,854,480
2021-10-30 17:16:09,2021,10,30,17,138700,517,353,3800000,266,20,1024,576
2021-10-30 17:00:00,2021,10,30,17,102100,95,155,1800000,64,57,960,544
2021-10-30 13:13:25,2021,10,30,13,87500,105,110,1500000,181,21,1004,576
2021-10-29 19:03:28,2021,10,29,19,111500,143,428,1700000,72,58,1024,576
2021-10-29 09:57:09,2021,10,29,9,138200,270,373,2300000,179,20,1024,576
2021-10-28 20:50:33,2021,10,28,20,144600,150,466,1700000,106,59,1024,576
2021-10-28 17:52:49,2021,10,28,17,38800,612,102,1900000,83,15,1024,576
2021-10-28 17:04:00,2021,10,28,17,23200,443,57,4800000,64,15,1024,576
2021-10-28 14:09:07,2021,10,28,14,13800,45,28,880700,48,19,1024,576
2021-10-28 13:00:10,2021,10,28,13,101800,184,293,2100000,218,20,1024,576
2021-10-27 19:06:11,2021,10,27,19,46300,89,411,1100000,85,57,1024,576
2021-10-27 09:57:05,2021,10,27,9,115400,237,399,2300000,287,20,1024,576
2021-10-26 20:56:03,2021,10,26,20,99500,307,425,3300000,227,59,1280,720
2021-10-26 20:42:46,2021,10,26,20,67000,106,279,1500000,115,60,1024,576
2021-10-26 18:36:45,2021,10,26,18,54400,281,213,1000000,96,60,1024,576
2021-10-25 22:50:48,2021,10,25,22,56800,85,104,1300000,93,48,1280,720
2021-10-25 15:28:25,2021,10,25,15,215700,489,492,18500000,1008,20,1024,576
2021-10-24 22:09:06,2021,10,24,22,91500,115,384,2000000,101,60,1024,576
2021-10-24 09:38:08,2021,10,24,9,58400,235,131,1800000,113,56,1024,576
2021-10-22 22:07:11,2021,10,22,22,57500,142,155,1700000,176,51,1024,576
2021-10-21 18:54:31,2021,10,21,18,94500,112,206,1500000,142,59,1024,576
2021-10-20 22:51:01,2021,10,20,22,315400,454,1567,6700000,353,55,854,480
2021-10-20 12:27:49,2021,10,20,12,288,2,0,11100,1,133,1024,576
2021-10-20 11:01:22,2021,10,20,11,51000,264,85,1500000,140,19,1024,576
2021-10-20 09:00:01,2021,10,20,9,17300,117,87,1100000,81,60,1024,576
2021-10-18 18:45:05,2021,10,18,18,36100,98,281,428700,78,59,1024,576
2021-10-18 10:40:33,2021,10,18,10,120700,789,476,3500000,347,60,1024,576
2021-10-17 17:00:01,2021,10,17,17,101900,134,255,1700000,125,59,960,544
2021-10-16 17:23:22,2021,10,16,17,446300,3938,1541,15900000,1521,59,960,544
2021-10-15 20:51:42,2021,10,15,20,129300,226,1413,1600000,309,55,1024,576
2021-10-15 12:00:02,2021,10,15,12,356,3,1,14200,5,25,960,544
2021-10-14 20:31:32,2021,10,14,20,776300,12600,3274,31500000,3939,59,960,544
2021-10-13 20:50:31,2021,10,13,20,58800,69,398,839900,153,53,854,480
2021-10-13 09:30:00,2021,10,13,9,63000,354,259,4100000,449,30,1280,720
2021-10-12 23:12:50,2021,10,12,23,66000,83,77,1200000,194,56,960,544
2021-10-12 09:21:15,2021,10,12,9,42900,95,46,2300000,109,15,1024,576
2021-10-11 21:49:30,2021,10,11,21,103400,83,172,1600000,177,60,1024,576
2021-10-11 11:39:58,2021,10,11,11,100400,72,296,1400000,87,27,1024,576
2021-10-09 17:30:00,2021,10,9,17,216200,895,1410,8900000,1551,58,1024,576
2021-10-08 20:48:26,2021,10,8,20,56400,79,68,1000000,224,19,1024,576
2021-10-08 13:25:04,2021,10,8,13,40800,17,36,1700000,66,24,1024,576
2021-10-07 22:28:13,2021,10,7,22,67400,631,134,1800000,189,57,1024,576
2021-10-07 18:27:59,2021,10,7,18,200,0,2,8774,4,70,1024,576
2021-10-05 20:24:25,2021,10,5,20,80600,84,184,2700000,193,59,1038,480
2021-10-04 18:36:13,2021,10,4,18,11400,145,20,128800,19,52,1024,576
2021-10-03 20:00:06,2021,10,3,20,47900,72,70,804200,55,37,1024,576
2021-10-02 22:00:02,2021,10,2,22,89000,47,226,2000000,109,55,1024,576
2021-10-01 22:00:01,2021,10,1,22,74800,92,111,2000000,126,23,1024,576
2021-09-30 22:07:23,2021,9,30,22,83000,46,90,2100000,159,60,1024,576
2021-09-29 21:05:36,2021,9,29,21,96800,361,1151,1700000,556,38,1024,576
2021-09-28 20:05:30,2021,9,28,20,309,6,3,12200,1,35,1024,576
2021-09-28 19:59:25,2021,9,28,19,151500,130,396,2900000,254,60,1024,576
2021-09-27 21:10:32,2021,9,27,21,114200,162,155,2600000,407,59,1024,576
2021-09-26 18:00:00,2021,9,26,18,160400,175,698,3200000,462,58,1024,576
2021-09-25 17:30:00,2021,9,25,17,147600,375,197,3000000,359,59,1024,576
2021-09-25 17:25:00,2021,9,25,17,200700,196,231,3300000,450,58,640,360
2021-09-24 20:47:20,2021,9,24,20,182400,345,300,4100000,373,57,1024,576
2021-09-24 20:39:18,2021,9,24,20,101000,175,266,2000000,174,55,854,480
2021-09-23 18:00:00,2021,9,23,18,64400,71,65,2100000,262,58,1246,576
2021-09-22 22:15:00,2021,9,22,22,96300,240,185,1700000,348,10,1024,576
2021-09-22 11:52:02,2021,9,22,11,132900,165,348,1900000,414,44,1024,576
2021-09-20 17:33:28,2021,9,20,17,36600,33,38,2900000,38,50,860,480
2021-09-20 17:25:01,2021,9,20,17,18400,12,16,3300000,21,8,1024,576
2021-09-19 17:30:01,2021,9,19,17,59900,144,248,1400000,199,36,1024,576
2021-09-18 20:10:52,2021,9,18,20,72200,115,168,1000000,169,57,854,480
2021-09-17 18:26:19,2021,9,17,18,147800,205,444,1900000,536,58,1024,576
2021-09-16 18:21:21,2021,9,16,18,89600,145,145,1800000,125,41,720,960
